Region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
USNevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,14.0,17.0,21.0,24.0,45.0,56.0,55.0,95.0,114.0,161.0,190.0,245.0,278.0,323.0,420.0,536.0,626.0,920.0,1012.0,1114.0,1279.0,1463.0,1514.0,1742.0,1855.0,1953.0,2124.0,2259.0,2456.0,2722.0,2702.0,2836.0,2990.0,3134.0,3211.0,3214.0,3524.0,3626.0,3728.0,3830.0,3937.0,4081.0,4208.0,4398.0,4539.0,4734.0,4700.0,4821.0,4934.0,5053.0,5248.0,5389.0,5472.0,5630.0,5660.0,5741.0,5855.0,5920.0,6171.0,6120.0,6152.0,6313.0,6476.0,6504.0,6733.0
USNew Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,6.0,7.0,13.0,17.0,26.0,26.0,44.0,44.0,55.0,74.0,101.0,101.0,108.0,137.0,158.0,187.0,214.0,314.0,357.0,367.0,316.0,479.0,540.0,621.0,715.0,715.0,747.0,819.0,819.0,885.0,929.0,985.0,922.0,1139.0,1139.0,1287.0,1342.0,1390.0,1447.0,1490.0,1588.0,1670.0,1720.0,1797.0,1864.0,1938.0,2010.0,2058.0,2146.0,2310.0,2429.0,2518.0,2588.0,2636.0,2741.0,2843.0,2947.0,3011.0,3071.0,3160.0,3239.0,3299.0,3382.0,3453.0
USNew Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,29.0,29.0,69.0,98.0,178.0,267.0,267.0,742.0,890.0,1327.0,1914.0,2844.0,3675.0,4402.0,6876.0,8825.0,11124.0,13386.0,16636.0,18696.0,22255.0,25590.0,29895.0,34124.0,37505.0,41090.0,44416.0,47437.0,51027.0,54588.0,58151.0,61850.0,64584.0,68824.0,71030.0,75317.0,78467.0,81420.0,85301.0,88722.0,92387.0,95914.0,100025.0,102196.0,105498.0,109038.0,111188.0,113856.0,116365.0,118652.0,121190.0,123717.0,126744.0,128269.0,130593.0,131890.0,133991.0,135840.0,137397.0,138754.0,140206.0,140917.0,141560.0,142704.0,143984.0
USNew Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,10.0,13.0,17.0,23.0,23.0,35.0,43.0,43.0,57.0,83.0,100.0,113.0,113.0,136.0,208.0,237.0,237.0,315.0,340.0,388.0,534.0,534.0,670.0,757.0,876.0,902.0,865.0,1081.0,1091.0,1245.0,1262.0,1345.0,1484.0,1484.0,1597.0,1798.0,1845.0,1971.0,1971.0,2210.0,2379.0,2521.0,2660.0,2726.0,2825.0,2974.0,3213.0,3411.0,3513.0,3732.0,3850.0,4031.0,4138.0,4291.0,4493.0,4673.0,4778.0,4863.0,5069.0,5212.0,5364.0,5503.0,5662.0
USNew York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,220.0,328.0,421.0,525.0,732.0,967.0,1706.0,2495.0,5365.0,8310.0,11710.0,15800.0,20884.0,25681.0,30841.0,37877.0,44876.0,52410.0,59648.0,66663.0,75833.0,83948.0,92506.0,102987.0,113833.0,123160.0,131815.0,139875.0,151061.0,161779.0,172348.0,181026.0,189033.0,195749.0,203020.0,214454.0,223691.0,230597.0,241712.0,247815.0,253060.0,258361.0,263292.0,263460.0,271590.0,282143.0,288045.0,291996.0,295106.0,299691.0,304372.0,308314.0,312977.0,316415.0,318953.0,321192.0,323978.0,327469.0,330407.0,333122.0,335395.0,337055.0,338485.0,340661.0,343051.0,345813.0
USNorth Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,15.0,17.0,24.0,33.0,38.0,64.0,70.0,123.0,172.0,253.0,305.0,353.0,495.0,590.0,738.0,887.0,1020.0,1191.0,1313.0,1535.0,1675.0,1977.0,2251.0,2486.0,2649.0,2962.0,3299.0,3499.0,3736.0,3965.0,4354.0,4570.0,4886.0,5113.0,5340.0,5639.0,6045.0,6328.0,6601.0,6895.0,7134.0,7495.0,7820.0,8290.0,8768.0,8997.0,9428.0,9755.0,10180.0,10754.0,11070.0,11588.0,11770.0,11971.0,12510.0,13053.0,13540.0,14006.0,14478.0,14938.0,15274.0,15622.0,16352.0,16968.0,17494.0
USNorth Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,18.0,19.0,28.0,28.0,30.0,36.0,45.0,51.0,68.0,94.0,98.0,109.0,122.0,142.0,159.0,173.0,186.0,207.0,225.0,237.0,251.0,269.0,278.0,293.0,308.0,331.0,341.0,365.0,393.0,393.0,528.0,585.0,627.0,644.0,679.0,709.0,748.0,803.0,867.0,942.0,991.0,1033.0,1067.0,1107.0,1153.0,1191.0,1225.0,1266.0,1323.0,1371.0,1425.0,1464.0,1491.0,1518.0,1571.0,1647.0,1712.0,1761.0
USOhio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,13.0,26.0,37.0,50.0,67.0,86.0,119.0,173.0,248.0,356.0,443.0,567.0,704.0,868.0,1137.0,1406.0,1653.0,1933.0,2199.0,2547.0,2901.0,3312.0,3739.0,4043.0,4453.0,4782.0,5148.0,5512.0,5878.0,6250.0,6604.0,6975.0,7285.0,7794.0,8414.0,9107.0,10222.0,11602.0,12919.0,13725.0,14117.0,14694.0,15169.0,15587.0,15972.0,16325.0,16769.0,17303.0,18027.0,18743.0,19335.0,19914.0,20474.0,20969.0,21576.0,22131.0,23016.0,23697.0,24081.0,24777.0,25250.0,25721.0,26357.0,26954.0
USOklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,7.0,10.0,19.0,19.0,44.0,49.0,53.0,67.0,81.0,106.0,164.0,248.0,322.0,377.0,429.0,481.0,568.0,721.0,881.0,990.0,1161.0,1254.0,1329.0,1474.0,1526.0,1686.0,1794.0,1868.0,1970.0,2069.0,2184.0,2263.0,2357.0,2465.0,2465.0,2567.0,2680.0,2807.0,2894.0,3017.0,3121.0,3194.0,3254.0,3281.0,3410.0,3473.0,3618.0,3748.0,3851.0,3972.0,4044.0,4127.0,4202.0,4330.0,4424.0,4490.0,4589.0,4613.0,4732.0,4858.0,4963.0,5087.0
USOregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,24.0,30.0,32.0,36.0,39.0,66.0,68.0,88.0,114.0,114.0,161.0,191.0,210.0,266.0,316.0,416.0,479.0,548.0,606.0,690.0,736.0,826.0,899.0,899.0,1068.0,1068.0,1132.0,1181.0,1321.0,1322.0,1371.0,1527.0,1584.0,1633.0,1663.0,1736.0,1785.0,1844.0,1910.0,1957.0,2004.0,2059.0,2127.0,2177.0,2253.0,2311.0,2354.0,2385.0,2446.0,2510.0,2579.0,2635.0,2680.0,2759.0,2839.0,2916.0,2989.0,3068.0,3160.0,3228.0,3286.0,3358.0,3416.0,3479.0,3541.0
USPennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,22.0,41.0,47.0,66.0,77.0,112.0,152.0,206.0,303.0,396.0,509.0,698.0,946.0,1260.0,1795.0,2345.0,2845.0,3432.0,4155.0,4963.0,6009.0,7268.0,8570.0,10444.0,11589.0,13127.0,14853.0,16631.0,18300.0,20051.0,21719.0,22938.0,24292.0,25465.0,26753.0,28258.0,29888.0,31652.0,32902.0,33914.0,35249.0,36082.0,38379.0,40208.0,41153.0,42616.0,43558.0,45137.0,46327.0,47971.0,49579.0,50494.0,51225.0,52816.0,53864.0,54800.0,55956.0,57371.0,58560.0,59939.0,60459.0,61310.0,62101.0,63105.0,64136.0
USPuerto Rico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,14.0,21.0,23.0,31.0,39.0,51.0,64.0,79.0,100.0,127.0,174.0,239.0,286.0,316.0,316.0,452.0,475.0,513.0,573.0,620.0,683.0,725.0,788.0,897.0,903.0,923.0,974.0,1043.0,1068.0,1118.0,1213.0,1252.0,1298.0,1252.0,1416.0,1276.0,1307.0,1371.0,1389.0,1400.0,1433.0,1539.0,1575.0,1757.0,1808.0,1843.0,1924.0,1968.0,2031.0,2156.0,2173.0,2198.0,2256.0,2299.0,2329.0,2427.0,2542.0
USRhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,14.0,20.0,20.0,21.0,23.0,33.0,44.0,54.0,66.0,83.0,106.0,124.0,132.0,165.0,203.0,239.0,294.0,408.0,488.0,566.0,645.0,711.0,806.0,922.0,1082.0,1229.0,1450.0,1727.0,1727.0,2349.0,2665.0,2665.0,3251.0,3251.0,3529.0,4177.0,4491.0,4706.0,5090.0,5500.0,5841.0,6256.0,6699.0,7129.0,7439.0,7708.0,7927.0,8247.0,8621.0,8962.0,9289.0,9477.0,9652.0,9933.0,10205.0,10530.0,10779.0,10989.0,11274.0,11450.0,11614.0,11835.0,12016.0,12219.0
USSouth Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,12.0,13.0,19.0,28.0,33.0,47.0,47.0,81.0,126.0,171.0,196.0,298.0,342.0,424.0,424.0,542.0,660.0,774.0,925.0,1083.0,1293.0,1554.0,1700.0,1917.0,2049.0,2232.0,2417.0,2417.0,2793.0,3067.0,3211.0,3320.0,3391.0,3553.0,3656.0,3931.0,4099.0,4248.0,4377.0,4446.0,4439.0,4761.0,4917.0,5070.0,5253.0,5498.0,5613.0,5735.0,5882.0,6095.0,6258.0,6489.0,6626.0,6757.0,6841.0,6936.0,7142.0,7367.0,7531.0,7653.0,7792.0,7927.0,8030.0,8189.0,8407.0
USSouth Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,9.0,9.0,10.0,11.0,11.0,11.0,14.0,14.0,21.0,28.0,30.0,41.0,46.0,58.0,68.0,90.0,101.0,108.0,129.0,165.0,187.0,212.0,240.0,288.0,320.0,393.0,447.0,536.0,626.0,730.0,868.0,988.0,1168.0,1311.0,1411.0,1542.0,1635.0,1685.0,1755.0,1858.0,1956.0,2040.0,2147.0,2212.0,2244.0,2313.0,2373.0,2449.0,2525.0,2588.0,2631.0,2668.0,2721.0,2780.0,2906.0,3145.0,3393.0,3517.0,3614.0,3663.0,3732.0,3792.0,3887.0
USTennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,18.0,26.0,32.0,39.0,52.0,74.0,79.0,154.0,233.0,371.0,505.0,614.0,772.0,916.0,1097.0,1318.0,1511.0,1720.0,1917.0,2391.0,2933.0,3013.0,3067.0,3322.0,3633.0,3802.0,4139.0,4363.0,4634.0,4891.0,5132.0,5508.0,5610.0,5827.0,5827.0,6375.0,6263.0,6589.0,7070.0,7238.0,7394.0,7394.0,8266.0,8728.0,9189.0,9667.0,9918.0,10052.0,10366.0,10735.0,11891.0,12661.0,13177.0,13571.0,13690.0,13938.0,14096.0,14441.0,14768.0,14985.0,15544.0,16111.0,16370.0,16699.0,16960.0
USTexas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,27.0,43.0,57.0,72.0,85.0,110.0,173.0,260.0,394.0,581.0,643.0,758.0,955.0,1229.0,1563.0,1937.0,2455.0,2792.0,3147.0,3809.0,4355.0,5069.0,5734.0,6567.0,7209.0,8043.0,8925.0,9777.0,11208.0,12105.0,13023.0,13677.0,14275.0,15006.0,15907.0,16876.0,17849.0,18704.0,19260.0,19751.0,20574.0,21321.0,22650.0,23642.0,24153.0,24967.0,25321.0,26357.0,27257.0,28727.0,29692.0,30917.0,31998.0,32783.0,33912.0,34928.0,36036.0,37246.0,38394.0,39258.0,40555.0,41432.0,43020.0,44480.0,45721.0
USUtah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,9.0,10.0,28.0,39.0,51.0,51.0,80.0,78.0,136.0,162.0,257.0,298.0,340.0,396.0,472.0,602.0,720.0,798.0,888.0,888.0,1092.0,1255.0,1435.0,1608.0,1685.0,1746.0,1855.0,1856.0,2103.0,2207.0,2303.0,2363.0,2417.0,2548.0,2683.0,2793.0,2917.0,3069.0,3213.0,3297.0,3445.0,3612.0,3782.0,3948.0,4123.0,4236.0,4345.0,4497.0,4672.0,4828.0,4985.0,5175.0,5317.0,5449.0,5595.0,5724.0,5919.0,6103.0,6251.0,6362.0,6432.0,6620.0,6749.0,6913.0
USVermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,8.0,12.0,12.0,18.0,22.0,29.0,29.0,52.0,75.0,95.0,125.0,158.0,184.0,211.0,235.0,256.0,293.0,321.0,338.0,389.0,461.0,512.0,543.0,575.0,605.0,628.0,679.0,711.0,727.0,748.0,752.0,759.0,774.0,779.0,803.0,813.0,816.0,818.0,823.0,825.0,827.0,843.0,851.0,855.0,862.0,862.0,866.0,879.0,886.0,897.0,902.0,907.0,908.0,916.0,919.0,921.0,927.0,926.0,927.0,929.0,932.0,933.0
USVirgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,6.0,7.0,17.0,17.0,17.0,19.0,22.0,23.0,30.0,30.0,30.0,30.0,37.0,40.0,42.0,43.0,43.0,45.0,45.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,55.0,57.0,57.0,57.0,57.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0
USVirginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,17.0,30.0,41.0,45.0,49.0,67.0,77.0,99.0,122.0,156.0,220.0,254.0,293.0,396.0,466.0,607.0,740.0,890.0,1020.0,1249.0,1483.0,1706.0,2012.0,2407.0,2640.0,2878.0,3335.0,3645.0,4042.0,4509.0,5077.0,5274.0,5747.0,6182.0,6500.0,6889.0,7491.0,8053.0,8542.0,8990.0,9630.0,10266.0,10998.0,11594.0,12366.0,12970.0,13538.0,14339.0,14962.0,15847.0,16902.0,17738.0,18672.0,19493.0,20257.0,20257.0,21570.0,22342.0,23196.0,24081.0,25070.0,25800.0,26746.0,27813.0,28672.0
USWashington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,366.0,442.0,568.0,572.0,643.0,904.0,1076.0,1014.0,1376.0,1524.0,1793.0,1997.0,2221.0,2328.0,2591.0,3207.0,3477.0,4030.0,4465.0,4923.0,5432.0,5608.0,6389.0,6846.0,7247.0,7825.0,8311.0,8692.0,9276.0,9639.0,10119.0,10434.0,10609.0,10635.0,10799.0,10942.0,11057.0,11517.0,11776.0,12255.0,12114.0,12392.0,12596.0,12753.0,12977.0,13319.0,13521.0,13686.0,13842.0,14070.0,14327.0,14637.0,15003.0,15185.0,15462.0,15594.0,15905.0,16231.0,16388.0,16674.0,16891.0,17122.0,17330.0,17512.0,17773.0,17951.0
USWest Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,8.0,16.0,16.0,22.0,39.0,52.0,76.0,96.0,113.0,145.0,162.0,191.0,216.0,237.0,282.0,324.0,345.0,412.0,483.0,514.0,574.0,577.0,593.0,611.0,640.0,702.0,728.0,775.0,785.0,890.0,902.0,908.0,939.0,981.0,1010.0,1010.0,1055.0,1063.0,1095.0,1110.0,1125.0,1152.0,1185.0,1195.0,1224.0,1246.0,1242.0,1287.0,1323.0,1323.0,1360.0,1366.0,1378.0,1398.0,1427.0,1447.0
USWisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,8.0,19.0,27.0,32.0,47.0,72.0,92.0,159.0,207.0,282.0,381.0,425.0,481.0,621.0,728.0,926.0,1055.0,1164.0,1230.0,1412.0,1556.0,1748.0,2012.0,2030.0,2320.0,2449.0,2578.0,2710.0,2886.0,3068.0,3213.0,3341.0,3428.0,3555.0,3721.0,3875.0,4053.0,4199.0,4346.0,4499.0,4625.0,4845.0,5052.0,5356.0,5687.0,5912.0,6081.0,6289.0,6520.0,6854.0,7314.0,7660.0,7964.0,8236.0,8566.0,8901.0,9215.0,9590.0,9939.0,10219.0,10418.0,10611.0,10902.0,11275.0,11685.0
USWyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,11.0,15.0,18.0,19.0,23.0,26.0,26.0,29.0,44.0,53.0,70.0,82.0,86.0,94.0,109.0,130.0,150.0,162.0,187.0,197.0,210.0,216.0,221.0,230.0,239.0,261.0,270.0,275.0,282.0,287.0,296.0,305.0,309.0,313.0,317.0,443.0,447.0,453.0,473.0,491.0,502.0,520.0,536.0,545.0,559.0,566.0,579.0,586.0,596.0,604.0,631.0,635.0,644.0,653.0,662.0,669.0,675.0,688.0,701.0,716.0
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,14.0,14.0,23.0,30.0,33.0,33.0,44.0,44.0,45.0,48.0,48.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,55.0,55.0,55.0,56.0,55.0,55.0,56.0,61.0,63.0,74.0,75.0,75.0,79.0,79.0,79.0,81.0,83.0,85.0,88.0,89.0,97.0,98.0,100.0,101.0,101.0,116.0,121.0,121.0,129.0,139.0,160.0,203.0
